name,rating,processor,quad,ram,internal,graphic,os,screen,warrenty,price
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",2 Year Warranty,"₹47,990"
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),57,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Integrated Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹36,990"
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),58,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB  LPDDR5 RAM,512 GB SSD,AMD Integrated SoC,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹43,990"
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹59,990"
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹64,391"
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹97,990"
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),67,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹99,990"
Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹62,990"
Lenovo LOQ 2023 Gaming Laptop  (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),64,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹89,999"
Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),73,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB PDDR5X  RAM,1 TB SSD,Intel Iris Xe Integrated Graphics,Windows 11 OS,"13.3 inches, 2880 x 1800 pixels, Touch Screen",3 Year Warranty,"₹2,17,790"
Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),24, Mediatek  MT8788,Octa Core,4 GB ‎LPDDR4 RAM,64 GB Hard Disk,Arm Mali-G72 MP3,1 Year Warranty,"11.6 inches, 1366 x 768 pixels",,"₹14,499"
Lenovo Legion Y9000X Laptop (13th Gen Core i9/ DDR5 RAM/ 1 TB SSD/ 8 GB Graphics),64,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",1 GB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 3200 x 2000 pixels",Backlit Keyboard,Windows OS,,"₹1,50,000"
MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹36,990"
Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),65,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe,Windows 11 OS,"14 inches, 2880 x 1800 pixels",1 Year Warranty,"₹69,990"
Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹41,990"
Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,1 TB SSD,Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹71,890"
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,1 TB SSD,Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹62,990"
Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),47,11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",4 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹20,990"
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),59,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,DOS OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹32,999"
Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹77,490"
Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"14 inches, 2880 x 1800 pixels",1 Year Warranty,"₹67,990"
HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 2880 x 1800 pixels",1 Year Warranty,"₹95,990"
Lenovo IdeaPad Gaming 3 82K2025MIN Laptop (AMD Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹54,990"
Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),50,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹23,990"
MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹39,990"
Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),64,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Integrated UHD,Windows 11 OS,"14 inches, 1920 x 1080 pixels, Touch Screen",1 Year Warranty,"₹53,990"
MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),65,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",2 Year Warranty,"₹54,990"
MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),67,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",2 Year Warranty,"₹57,990"
Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),66,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹58,990"
HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),63,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,Windows 11 OS,"15.6 inches, 1366 x 768 pixels",1 Year Warranty,"₹39,990"
HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),66,13th Gen Intel Core i5 1340p,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹72,990"
Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹56,990"
Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),54,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon Graphics,DOS OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹27,990"
Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5  RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹77,990"
Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),66,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹52,101"
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),56,Apple M2,Octa Core (4P + 4E),8 GB DDR4 RAM,512 GB SSD,10-Core GPU,Mac OS,"15.3 inches, 2880 x 1864 pixels",1 Year Warranty,"₹1,44,990"
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),57,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹27,990"
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),57,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹35,990"
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),79,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹1,72,990"
Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),57,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹62,790"
Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),59,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,‎Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹25,990"
HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),65,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 5600M ,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹48,990"
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),50,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,DOS OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹30,990"
Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),58,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,Windows OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹49,990"
Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),53,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,Windows 11 OS,"14 inches, 1366 x 768 pixels",1 Year Warranty,"₹22,904"
Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),51,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹40,990"
HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),71,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1080 pixels, Touch Screen",1 Year Warranty,"₹92,070"
Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),84,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,21,431"
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),56,11th Gen Intel Core i3  1115G4,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Integrated UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹30,990"
Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹54,990"
Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),77,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹96,189"
Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),77,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹1,79,990"
Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"16 inches, 1920 x 1200 pixels",1 Year Warranty,"₹84,950"
MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),73,This Renewed product is tested to work and look like new with minimal to no signs of wea…,Processor: 12th Generation Intel Core i5-12450H Up To 4.4GHz,Operating System: Pre-loaded Windows 11 Home with lifetime validity,Preinstalled Software: MSI Center,"In the box: Laptop, Power Adapter",Memory & Storage: 8GBx2 DDR5 Dual Channel RAM,Display: 40CM FHD (1920x1080),Storage: 512GB NVMe PCIe Gen4x4 SSD,"₹72,990"
Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),66,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"15.6 inches, 2880 x 1620 pixels",1 Year Warranty,"₹1,05,990"
Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA Geforce RTX 3050 ,Windows 11 OS,"16 inches, 1920 x 1200 pixels",1 Year Warranty,"₹75,990"
MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),71,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,"₹59,990"
Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),64,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"17.3 inches, 1920 x 1080 pixels",1 Year Warranty,"₹53,990"
Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),58,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹34,990"
Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),75,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"16 inches, 1920 x 1200 pixels",1 Year Warranty,"₹1,14,990"
Dell Vostro 15 3510 2023 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11  OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹47,990"
Asus VivoBook 14 X1400EA-EK322WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),59,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel UHD,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹31,990"
MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB Nvidia GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",2 Year Warranty,"₹59,990"
Dell Vostro 3510 Laptop 2023 (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home),63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11  OS,"₹46,490"
HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),58,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated,Windows 11 OS,"₹27,990"
Asus Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),60,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹50,990"
HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,08,990"
HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹47,990"
Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),70,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"14 inches, 2880 x 1800 pixels",1 Year Warranty,"₹82,990"
HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹70,990"
Asus Vivobook 15 X1502ZA-EJ953WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),52,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹39,790"
Asus Vivobook Go 14 E1404GA-NK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),48,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,Windows OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹36,990"
Samsung Galaxy Book 3  NP750XFG-KB2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),59,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹79,990"
HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),75,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",32 GB LPDDR4X RAM,1 TB SSD,Intel Iris Xe Graphics,Windows 11 OS,"13.5 inches, 3000 x 2000 pixels, Touch Screen",1 Year Warranty,"₹1,49,999"
Asus VivoBook 14 2023 X1404VA-NK321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),57,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹40,990"
