name,rating,processor,quad,ram,internal,graphic,os,screen,warrenty,price
HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),78,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"16.1 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,11,943"
HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1366 x 768 pixels",1 Year Warranty,"₹76,599"
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),57,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹40,999"
Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),57,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,DOS OS,"14 inches, 1920 x 1080 pixels",3 Year Warranty,"₹45,790"
HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),77,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,01,590"
Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),86,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA Geforce RTX 4090 ,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹3,55,990"
Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),58,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics ,Windows 11 OS,"12.4 inches, 1536 x 1024 pixels, Touch Screen",1 Year Warranty,"₹79,990"
HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹63,990"
Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),56,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹56,990"
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),62,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,AMD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹42,999"
Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Integrated,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹88,990"
HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),58,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹53,990"
Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),53,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹69,890"
HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),76,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,"16.1 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,14,990"
Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),67,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹83,400"
Lenovo IdeaPad Flex 5 82R9008FIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹61,990"
Lenovo Ideapad Slim 5 82XE007DIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 1TB SSD/ Win 11),65,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,AMD Radeon Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹63,990"
Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),58,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹42,490"
Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),65,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹59,990"
MSI Katana 15 B12VGK-1295IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",2 Year Warranty,"₹1,32,990"
Lenovo Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,DOS OS,"14 inches, 1920 x 1080 pixels",3 Year Warranty,"₹49,499"
HP Omen 16-k0789TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce 3050,Windows 11  OS,"16.1 inches, 1920 x 1080 pixels",1 Year Warranty,"₹90,999"
Lenovo IdeaPad Slim 3 14ITL6 82H701N3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹38,490"
Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),56,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon 610M,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹35,490"
Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),69,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,"16 inches, 1920 x 1200 pixels",1 Year Warranty,"₹98,800"
Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),71,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,"16 inches, 1920 x 1200 pixels",1 Year Warranty,"₹89,500"
Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050 ,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹55,899"
Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),57,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹44,890"
Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),63,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹80,670"
Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),38,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,64 GB SSD,Intel Integrated UHD,Chrome OS,"14 inches, 1080 x 1920 pixels",1 Year Warranty,"₹23,990"
Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),58,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹51,487"
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹51,990"
HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 4090 ,Windows 11  OS,"17.3 inches, 2560 x 1440 pixels",1 Year Warranty,"₹3,46,500"
Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),57,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,256 GB SSD,Intel UHD Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹51,990"
Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),31,MediaTek MT8183,Octa Core,4 GB LPDDR4 RAM,64 GB Hard Disk,ARM Mali G72,1 Year Warranty,"11.6 inches, 1366 x 768 pixels",2 USB 3.0 Ports,"₹12,990"
Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹66,990"
Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),62,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹64,990"
Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),72,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹54,990"
Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),47,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,Windows 11 OS,"14.1 inches, 1366 x 768 pixels",1 Year Warranty,"₹16,390"
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),72,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹52,990"
HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹53,490"
Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,"17.3 inches, 1920 x 1080 pixels",1 Year Warranty,"₹72,990"
HP Omen 17-ck2008AX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 1TB SSD/ Win 11/ 12GB Graphics),85,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,"17.3 inches, 2560 x 1440 pixels",1 Year Warranty,"₹2,59,499"
HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),79,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,"17.3 inches, 1920 x 1080 pixels",1 Year Warranty,"₹1,65,999"
HP Omen 16-u0024TX Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,"16.1 inches, 2560 x 1600 pixels",1 Year Warranty,"₹2,92,999"
HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),70,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16 GB LPDDR5x RAM,1 TB SSD,AMD Radeon 780M Graphics,Windows 11 OS,"14 inches, 2880 x 1800 pixels",1 Year Warranty,"₹92,700"
Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),58,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹78,990"
Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),63,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,Windows 11  OS,"16 inches, 2560 x 1600 pixels",3 Year Warranty,"₹1,08,990"
Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),57,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1200 pixels",1 Year Warranty,"₹79,990"
Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),65,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹58,990"
Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹59,990"
Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,"17.3 inches, 1920 x 1080 pixels",1 Year Warranty,"₹61,990"
Asus CX1101CMA-GJ0004 Chromebook (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),38,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,32 GB Hard Disk,Intel UHD Graphics 600,Chrome OS,"11.6 inches, 1366 x 768 pixels",1 Year Warranty,"₹15,990"
Asus Chromebook 14 CX1400CKA-EK0266 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),38,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,Chrome OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹20,990"
Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹77,990"
Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),56,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹39,990"
Asus Vivobook 15 X1502ZA-EJ531WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),51,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹54,999"
Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),53,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,512 GB SSD,Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹61,990"
HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),57,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹38,990"
Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),78,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹1,38,990"
Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),85,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA Geforce RTX 4080,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹2,98,990"
Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels",2 Year Warranty,"₹71,990"
Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),77,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,"16 inches, 2560 x 1600 pixels",1 Year Warranty,"₹1,03,395"
MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB AMD Radeon RX6550M,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹79,990"
Lenovo IdeaPad Slim 3 82RK00EMIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel Iris Xe Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹49,990"
HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),47,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,Windows 11 OS,"14 inches, 1366 x 768 pixels",1 Year Warranty,"₹29,990"
Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,Windows 11 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹53,990"
MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),65,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB AMD Radeon RX6550M,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹56,990"
Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),38,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,Chrome OS,"14 inches, 1280 x 1024 pixels",1 Year Warranty,"₹23,990"
Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),53,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,Windows 11  OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹68,028"
Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),62,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,AMD Radeon Graphics,Windows 11 OS,"14 inches, 1920 x 1200 pixels, Touch Screen",1 Year Warranty,"₹69,990"
Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),58,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 OS,"14 inches, 1920 x 1080 pixels",1 Year Warranty,"₹90,000"
Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),58,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon 610M,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹39,990"
Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB  NVIDIA GeForce RTX 2050,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹49,990"
Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),51,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,256 GB SSD,‎Intel UHD Graphics,Windows 11 OS,"15.6 inches, 1920 x 1080 pixels",1 Year Warranty,"₹32,990"
